zero_offset,expected_weight,value,force_vector.Mx,force_vector.My,force_vector.Fz,robot_tcp.velocity_linear.Vx,robot_tcp.velocity_linear.Vy,robot_tcp.velocity_linear.Vz,robot_tcp.velocity_angular.Wx,robot_tcp.velocity_angular.Wy,robot_tcp.velocity_angular.Wz,robot_tcp.joint_angles.base,robot_tcp.joint_angles.shoulder,robot_tcp.joint_angles.elbow,robot_tcp.joint_angles.wrist_1,robot_tcp.joint_angles.wrist_2,robot_tcp.joint_angles.wrist_3,robot_tcp.flange.tx,robot_tcp.flange.ty,robot_tcp.flange.tz,robot_tcp.flange.qw,robot_tcp.flange.qx,robot_tcp.flange.qy,robot_tcp.flange.qz
-0.1115344129554656,0.1049999967217445,-0.0335081632653061,0.546469387755102,-0.0102489795918367,13.246938775510204,0.668387952717306,0.1675221935335146,1.0214953497615478,-0.0431961516552732,-0.0119057987709933,-0.00118998563126,0.7605610920458424,-0.962289672918704,-4.686259244412792,-2.190105927837784,4.691435813903809,-1.9226996940767709,-0.5326552225010736,-0.7444866213263298,0.2294328833264964,-0.5305632361343928,0.8475111046615912,0.0139325003833414,0.0042239990710204
-0.1069878542510121,0.3179999887943268,0.2176632860040568,0.0092657200811358,0.33552738336714,17.527383367139958,0.2355387148664069,0.0054244800336699,0.9925666403828656,0.0130353062611931,-0.0385202435187411,-0.0002116197142997,0.8060599543743636,-1.27322224557596,-4.05978468030268,-2.5394320333191764,4.707798342675757,-3.6007628786422528,-0.2931132609171993,-0.5592462976612378,0.2054815028338838,0.9888117892505188,-0.1487610621517618,-0.0090883834812691,0.0053047857589218
-0.1134329268292683,0.1539999991655349,0.0262825203252032,0.3947459349593495,-0.0240020325203252,15.817073170731708,0.2175830599676537,-0.0715951828315259,0.9697844320027156,-0.1114483648565707,0.0836498878942219,0.0027155976869494,0.8045312547829093,-1.371443913281098,-4.0239731286599385,-2.4050480027555743,4.692699521537719,-1.83101004177435,-0.2676122768562499,-0.5294072039243651,0.2342843926564707,-0.5104031423485376,0.8594094008449616,0.0177314023759852,0.0209742754194279
-0.1159613821138211,0.2540000081062317,0.1474291497975708,0.5330121457489878,-0.2166417004048582,15.896761133603238,0.580537795538668,0.0052077600932967,0.9844289217286972,0.0148457301581405,0.0325094144563829,-0.0030450845930131,0.6453133654377239,-1.309896188275648,-4.226643535289687,-2.3055317433633267,4.729643472293128,-1.2241298475354383,-0.4237655132767642,-0.540050646795435,0.2751550763423143,-0.1517172733299162,0.9883889215677856,-0.0028189925798818,0.0072123122166819
-0.0148475609756097,0.1650000065565109,0.1402657200811359,0.2820912778904664,0.1678945233265719,15.269776876267748,0.586947201877,0.1523896463430888,0.9369641208221896,0.0522474506880676,0.0347058663849018,-0.0011006884271746,0.8962210708167442,-1.331557551961526,-4.374367427632484,-2.140639461800644,4.7316791803309695,-3.3160158308503944,-0.3089942589371973,-0.6679082738942114,0.3546002000328493,0.9695130819964844,-0.2448895808770255,0.0066592659490784,-3.2414070128781524e-05
-0.0148475609756097,0.1650000065565109,0.1606930894308943,-0.1075772357723577,-0.2752662601626016,16.164634146341463,0.1191464156473497,0.3000750164749558,0.0749358994773204,-0.0173306585329818,0.0054110110345898,-0.000860842791569,0.9346621751300688,-1.9137733406214497,-4.297349477201943,-1.6400706028597434,4.718935027355101,-3.2810776971167317,-0.1441816159228726,-0.48825461835396,0.5974041127819356,0.9695518417813912,-0.2448828371196258,-8.817644804664483e-05,-0.0007211629321044
-0.007578093306288,0.5249999761581421,0.5122206477732794,-0.0559230769230768,0.255417004048583,22.52834008097166,0.1697881521174442,-0.1653206224398133,0.8229745147405612,-0.0258541055733995,0.0047194336904607,-0.0010184208761304,0.5815611734443348,-1.33941595888172,-3.858006753419575,-2.643724091418838,4.701156062153187,-3.9251657283848673,-0.3229746392019365,-0.4237095074735672,0.1736338086848558,0.9950409404903288,-0.0990163071254487,-0.0001601564744754,-0.0092134386695061
-0.0152474226804123,0.3039999902248382,0.3251720647773279,0.0575121457489878,-0.5587307692307693,16.682186234817813,0.405737864743094,0.1170810855876216,0.9890384601539652,-0.1054414256261962,-0.0322972171153328,0.0003810059453624,0.8901772090056648,-1.313799205994998,-4.159831152271162,-2.3669988716073327,4.680897330465587,-0.6154130401507159,-0.2679701054446127,-0.6037079847534659,0.2511611732876735,0.0292467127633299,0.9993588956985396,0.015032946445078,-0.0102281928277359
-0.0268577981651376,0.090999998152256,0.0682206477732793,0.0415202429149797,-0.02632995951417,16.7165991902834,-4.536402995276125e-05,-1.985416401303864e-05,-4.524337667412878e-05,-2.1004224385305866e-05,-1.766802326083323e-05,3.18261594447843e-05,0.9239055140298388,-1.9968287001631,-4.179908615374854,-1.6759537504645938,4.7196860564382455,-3.2125408416443104,-0.1226914785802364,-0.4517814012674185,0.5606718871757569,0.9590982952822558,-0.283073249616121,2.0805258155349584e-06,-7.51682148904394e-06
-0.024663967611336,0.3289999961853027,0.309937369519833,0.0658329853862212,-0.2087870563674321,21.16910229645094,0.131572911550802,-0.1909462231148993,0.7346491882987799,-0.0340355692548205,-0.0253956491242746,0.0311635942163284,0.5471159957644834,-1.3589508028880914,-3.766073677883268,-2.736067807657238,4.678052773804157,-1.4950634197416026,-0.3025391282268755,-0.3883520314364941,0.1601654914730775,-0.2372912198367348,0.9712444635920832,0.0164272520177859,-0.0095082789402851
